File name: RLtrace2.txt 
Downlink Channel Characterization.
 
good    bad 
2	5 
41	1 
38	1 
7	1 
7	1 
11	1 
4	1 
6	1 
7	1 
17	1 
34	1 
1	1 
8	1 
5	1 
4	2 
12	1 
27	1 
7	1 
4	1 
31	1 
16	1 
5	1 
4	1 
20	1 
22	1 
23	6 
31	1 
2	1 
2	1 
8	1 
28	1 
12	1 
49	1 
12	1 
5	1 
1	1 
12	1 
40	1 
15	1 
9	1 
5	1 
1	1 
26	1 
7	1 
26	1 
19	1 
3	1 
24	1 
5	1 
13	1 
4	1 
18	1 
18	1 
12	1 
35	1 
22	1 
1	1 
21	1 
1	1 
1	1 
4	1 
29	1 
1	1 
2	2 
33	5 
8	1 
15	1 
3	1 
9	1 
37	1 
31	1 
4	1 
4	1 
3	1 
23	1 
4	1 
17	1 
2	1 
9	1 
10	1 
2	3 
9	1 
34	2 
34	1 
2	1 
9	1 
5	1 
36	1 
1	1 
4	1 
3	1 
1	1 
3	1 
38	1 
10	1 
44	1 
14	1 
12	1 
3	1 
57	1 
8	1 
22	1 
2	1 
2	1 
6	1 
2	1 
3	1 
16	1 
9	1 
15	1 
28	1 
6	1 
4	1 
1	1 
3	1 
26	2 
14	1 
4	1 
1	1 
27	1 
2	1 
2	1 
6	1 
5	1 
8	1 
19	1 
11	1 
15	1 
2	1 
2	1 
14	1 
9	1 
6	1 
5	1 
14	2 
1	1 
2	1 
27	1 
1	1 
7	1 
1	1 
4	1 
27	1 
5	1 
20	1 
13	1 
5	4 
15	1 
20	2 
5	1 
16	1 
5	1 
28	1 
4	1 
5	1 
10	1 
39	1 
2	1 
6	1 
1	2 
5	1 
5	1 
2	5 
2	6 
32	1 
22	1 
1	2 
4	1 
12	1 
1	1 
9	1 
17	2 
9	1 
1	1 
20	1 
22	11 
27	1 
13	1 
8	1 
8	1 
1	1 
1	1 
1	1 
20	1 
6	1 
1	1 
5	1 
16	1 
2	1 
9	1 
7	1 
1	1 
1	1 
47	1 
1	1 
5	1 
3	1 
1	2 
1	1 
3	1 
8	1 
1	1 
47	1 
1	1 
5	1 
18	1 
3	1 
6	1 
7	1 
45	1 
6	1 
25	2 
3	1 
2	1 
14	1 
1	1 
9	1 
1	1 
20	1 
3	1 
43	1 
3	1 
9	1 
3	1 
7	1 
23	1 
6	1 
1	1 
1	1 
6	1 
17	1 
16	1 
3	1 
37	1 
29	1 
2	3 
7	1 
64	1 
49	1 
14	1 
7	1 
3	1 
10	1 
15	1 
2	1 
27	1 
34	1 
1	1 
1	1 
5	1 
1	1 
2	1 
27	1 
33	1 
1	2 
1	1 
28	1 
54	1 
23	1 
7	1 
60	1 
9	2 
36	1 
3	1 
3	1 
55	1 
43	1 
1	2 
12	1 
2	1 
10	1 
20	1 
6	1 
27	1 
10	1 
2	1 
6	1 
46	1 
4	1 
13	1 
5	1 
11	1 
1	1 
5	1 
5	1 
54	1 
14	1 
2	1 
14	1 
17	1 
1	1 
14	1 
5	1 
3	1 
12	1 
44	1 
9	1 
2	1 
30	1 
2	1 
17	3 
4	1 
7	1 
45	1 
1	1 
26	1 
21	1 
3	1 
26	1 
2	1 
46	3 
37	4 
4	4 
24	1 
79	1 
2	1 
33	1 
1	1 
1	1 
24	1 
22	2 
7	1 
5	1 
10	1 
13	1 
2	1 
8	1 
36	1 
34	1 
18	1 
52	1 
2	1 
31	1 
38	1 
15	1 
34	1 
2	1 
8	1 
3	1 
36	1 
25	1 
127	1 
81	1 
11	1 
3	1 
4	1 
3	1 
88	1 
59	1 
1	3 
2	1 
8	1 
13	1 
5	1 
10	1 
18	1 
25	1 
3	1 
17	1 
6	1 
2	5 
1	1 
10	1 
13	1 
63	1 
10	1 
9	1 
1	1 
13	1 
41	1 
12	1 
29	1 
57	1 
49	1 
10	2 
2	2 
33	1 
23	1 
1	1 
1	3 
4	1 
9	1 
14	1 
29	1 
26	1 
12	1 
50	1 
11	1 
7	1 
2	1 
10	1 
6	1 
2	1 
1	1 
2	1 
64	1 
6	1 
34	1 
14	1 
2	1 
4	1 
5	1 
9	1 
7	1 
11	1 
1	1 
7	1 
6	1 
7	1 
7	1 
5	1 
2	1 
10	1 
2	1 
1	1 
21	9 
59	1 
16	1 
17	1 
10	1 
8	1 
4	1 
6	1 
9	1 
2	1 
22	1 
6	1 
2	1 
32	1 
2	1 
2	1 
13	1 
38	5 
3	5 
34	1 
7	1 
26	1 
7	1 
8	1 
4	1 
2	1 
2	1 
5	1 
3	1 
23	1 
29	1 
4	1 
31	1 
5	1 
28	1 
3	1 
26	1 
44	1 
29	1 
6	1 
14	1 
46	1 
3	1 
13	1 
17	1 
9	1 
20	1 
17	3 
5	1 
5	1 
22	1 
10	1 
11	1 
17	1 
15	1 
9	1 
43	1 
51	1 
26	1 
1	1 
13	1 
1	1 
16	1 
1	4 
6	1 
3	1 
81	1 
16	1 
32	1 
15	1 
7	1 
10	1 
4	1 
1	1 
3	1 
49	1 
20	4 
27	1 
9	1 
1	1 
68	1 
30	1 
39	1 
7	1 
44	1 
