Timestamp			Total Bytes	IP Packet number
---------			-----------	----------------
2010-09-18 19:26:07.561		0		0		0
2010-09-18 19:26:07.613		20		0		1
2010-09-18 19:26:07.613		40		0		2
2010-09-18 19:26:07.614		60		0		3
2010-09-18 19:26:07.614		80		0		4
2010-09-18 19:26:07.614		100		0		5
2010-09-18 19:26:07.614		120		0		6
2010-09-18 19:26:07.614		140		0		7
2010-09-18 19:26:07.614		160		0		8
2010-09-18 19:26:07.614		180		0		9
2010-09-18 19:26:07.614		200		0		10
2010-09-18 19:26:07.614		220		0		11
2010-09-18 19:26:07.614		240		0		12
2010-09-18 19:26:07.618		256		1		0
2010-09-18 19:26:07.618		276		1		1
2010-09-18 19:26:07.618		296		1		2
2010-09-18 19:26:07.618		316		1		3
2010-09-18 19:26:07.618		336		1		4
2010-09-18 19:26:07.618		356		1		5
2010-09-18 19:26:07.618		376		1		6
2010-09-18 19:26:07.618		396		1		7
2010-09-18 19:26:07.619		416		1		8
2010-09-18 19:26:07.619		436		1		9
2010-09-18 19:26:07.619		456		1		10
2010-09-18 19:26:07.619		476		1		11
2010-09-18 19:26:07.619		496		1		12
2010-09-18 19:26:07.621		512		2		0
2010-09-18 19:26:07.621		532		2		1
2010-09-18 19:26:07.621		552		2		2
2010-09-18 19:26:07.621		572		2		3
2010-09-18 19:26:07.621		592		2		4
2010-09-18 19:26:07.622		612		2		5
2010-09-18 19:26:07.622		632		2		6
2010-09-18 19:26:07.622		652		2		7
2010-09-18 19:26:07.622		672		2		8
2010-09-18 19:26:07.623		692		2		9
2010-09-18 19:26:07.623		712		2		10
2010-09-18 19:26:07.623		732		2		11
2010-09-18 19:26:07.623		752		2		12
2010-09-18 19:26:07.625		768		3		0
2010-09-18 19:26:07.635		788		3		1
2010-09-18 19:26:07.636		808		3		2
2010-09-18 19:26:07.636		828		3		3
2010-09-18 19:26:07.636		848		3		4
2010-09-18 19:26:07.638		868		3		5
2010-09-18 19:26:07.639		888		3		6
2010-09-18 19:26:07.639		908		3		7
2010-09-18 19:26:07.639		928		3		8
2010-09-18 19:26:07.64		948		3		9
2010-09-18 19:26:07.64		968		3		10
2010-09-18 19:26:07.64		988		3		11
2010-09-18 19:26:07.64		1008		3		12
2010-09-18 19:26:07.642		1024		4		0
2010-09-18 19:26:07.643		1044		4		1
2010-09-18 19:26:07.643		1064		4		2
2010-09-18 19:26:07.643		1084		4		3
2010-09-18 19:26:07.643		1104		4		4
2010-09-18 19:26:07.644		1124		4		5
2010-09-18 19:26:07.644		1144		4		6
2010-09-18 19:26:07.644		1164		4		7
2010-09-18 19:26:07.645		1184		4		8
2010-09-18 19:26:07.645		1204		4		9
2010-09-18 19:26:07.645		1224		4		10
2010-09-18 19:26:07.645		1244		4		11
2010-09-18 19:26:07.646		1264		4		12
2010-09-18 19:26:07.651		1280		5		0
2010-09-18 19:26:07.651		1300		5		1
2010-09-18 19:26:07.652		1320		5		2
2010-09-18 19:26:07.652		1340		5		3
2010-09-18 19:26:07.652		1360		5		4
2010-09-18 19:26:07.652		1380		5		5
2010-09-18 19:26:07.653		1400		5		6
2010-09-18 19:26:07.653		1420		5		7
2010-09-18 19:26:07.653		1440		5		8
2010-09-18 19:26:07.653		1460		5		9
2010-09-18 19:26:07.654		1480		5		10
2010-09-18 19:26:07.654		1500		5		11
2010-09-18 19:26:07.654		1520		5		12
2010-09-18 19:26:07.66		1536		6		0
2010-09-18 19:26:07.66		1556		6		1
2010-09-18 19:26:07.66		1576		6		2
2010-09-18 19:26:07.66		1596		6		3
2010-09-18 19:26:07.661		1616		6		4
2010-09-18 19:26:07.661		1636		6		5
2010-09-18 19:26:07.661		1656		6		6
2010-09-18 19:26:07.661		1676		6		7
2010-09-18 19:26:07.661		1696		6		8
2010-09-18 19:26:07.661		1716		6		9
2010-09-18 19:26:07.661		1736		6		10
2010-09-18 19:26:07.661		1756		6		11
2010-09-18 19:26:07.661		1776		6		12
2010-09-18 19:26:07.67		1792		7		0
2010-09-18 19:26:07.67		1812		7		1
2010-09-18 19:26:07.67		1832		7		2
2010-09-18 19:26:07.67		1852		7		3
2010-09-18 19:26:07.67		1872		7		4
2010-09-18 19:26:07.67		1892		7		5
2010-09-18 19:26:07.67		1912		7		6
2010-09-18 19:26:07.67		1932		7		7
2010-09-18 19:26:07.67		1952		7		8
2010-09-18 19:26:07.67		1972		7		9
2010-09-18 19:26:07.67		1992		7		10
2010-09-18 19:26:07.67		2012		7		11
2010-09-18 19:26:07.67		2032		7		12
2010-09-18 19:26:07.673		2048		8		0
2010-09-18 19:26:07.673		2068		8		1
2010-09-18 19:26:07.673		2088		8		2
2010-09-18 19:26:07.673		2108		8		3
2010-09-18 19:26:07.674		2128		8		4
2010-09-18 19:26:07.674		2148		8		5
2010-09-18 19:26:07.674		2168		8		6
2010-09-18 19:26:07.674		2188		8		7
2010-09-18 19:26:07.674		2208		8		8
2010-09-18 19:26:07.674		2228		8		9
2010-09-18 19:26:07.674		2248		8		10
2010-09-18 19:26:07.674		2268		8		11
2010-09-18 19:26:07.674		2288		8		12
2010-09-18 19:26:07.693		2304		9		0
2010-09-18 19:26:07.693		2324		9		1
2010-09-18 19:26:07.693		2344		9		2
2010-09-18 19:26:07.693		2364		9		3
2010-09-18 19:26:07.693		2384		9		4
2010-09-18 19:26:07.694		2404		9		5
2010-09-18 19:26:07.694		2424		9		6
2010-09-18 19:26:07.694		2444		9		7
2010-09-18 19:26:07.694		2464		9		8
2010-09-18 19:26:07.694		2484		9		9
2010-09-18 19:26:07.694		2504		9		10
2010-09-18 19:26:07.694		2524		9		11
2010-09-18 19:26:07.694		2544		9		12
2010-09-18 19:26:07.717		2560		10		0
2010-09-18 19:26:07.717		2580		10		1
2010-09-18 19:26:07.717		2600		10		2
2010-09-18 19:26:07.717		2620		10		3
2010-09-18 19:26:07.717		2640		10		4
2010-09-18 19:26:07.717		2660		10		5
2010-09-18 19:26:07.717		2680		10		6
2010-09-18 19:26:07.717		2700		10		7
2010-09-18 19:26:07.717		2720		10		8
2010-09-18 19:26:07.718		2740		10		9
2010-09-18 19:26:07.718		2760		10		10
2010-09-18 19:26:07.718		2780		10		11
2010-09-18 19:26:07.718		2800		10		12
2010-09-18 19:26:07.719		2816		11		0
2010-09-18 19:26:07.719		2836		11		1
2010-09-18 19:26:07.719		2856		11		2
2010-09-18 19:26:07.719		2876		11		3
2010-09-18 19:26:07.719		2896		11		4
2010-09-18 19:26:07.719		2916		11		5
2010-09-18 19:26:07.719		2936		11		6
2010-09-18 19:26:07.719		2956		11		7
2010-09-18 19:26:07.719		2976		11		8
2010-09-18 19:26:07.719		2996		11		9
2010-09-18 19:26:07.719		3016		11		10
2010-09-18 19:26:07.72		3036		11		11
2010-09-18 19:26:07.72		3056		11		12
2010-09-18 19:26:07.746		3072		12		0
2010-09-18 19:26:07.746		3092		12		1
2010-09-18 19:26:07.746		3112		12		2
2010-09-18 19:26:07.746		3132		12		3
2010-09-18 19:26:07.746		3152		12		4
2010-09-18 19:26:07.746		3172		12		5
2010-09-18 19:26:07.746		3192		12		6
2010-09-18 19:26:07.746		3212		12		7
2010-09-18 19:26:07.746		3232		12		8
2010-09-18 19:26:07.746		3252		12		9
2010-09-18 19:26:07.746		3272		12		10
2010-09-18 19:26:07.746		3292		12		11
2010-09-18 19:26:07.746		3312		12		12
2010-09-18 19:26:07.817		3328		13		0
2010-09-18 19:26:07.817		3348		13		1
2010-09-18 19:26:07.817		3368		13		2
2010-09-18 19:26:07.817		3388		13		3
2010-09-18 19:26:07.817		3408		13		4
2010-09-18 19:26:07.817		3428		13		5
2010-09-18 19:26:07.817		3448		13		6
2010-09-18 19:26:07.817		3468		13		7
2010-09-18 19:26:07.817		3488		13		8
2010-09-18 19:26:07.817		3508		13		9
2010-09-18 19:26:07.817		3528		13		10
2010-09-18 19:26:07.817		3548		13		11
2010-09-18 19:26:07.817		3568		13		12
2010-09-18 19:26:07.818		3584		14		0
2010-09-18 19:26:07.818		3604		14		1
2010-09-18 19:26:07.818		3624		14		2
2010-09-18 19:26:07.818		3644		14		3
2010-09-18 19:26:07.818		3664		14		4
2010-09-18 19:26:07.818		3684		14		5
2010-09-18 19:26:07.818		3704		14		6
2010-09-18 19:26:07.818		3724		14		7
2010-09-18 19:26:07.818		3744		14		8
2010-09-18 19:26:07.818		3764		14		9
2010-09-18 19:26:07.818		3784		14		10
2010-09-18 19:26:07.819		3804		14		11
2010-09-18 19:26:07.819		3824		14		12
2010-09-18 19:26:07.822		3840		15		0
2010-09-18 19:26:07.822		3860		15		1
2010-09-18 19:26:07.822		3880		15		2
2010-09-18 19:26:07.822		3900		15		3
2010-09-18 19:26:07.822		3920		15		4
2010-09-18 19:26:07.822		3940		15		5
2010-09-18 19:26:07.822		3960		15		6
2010-09-18 19:26:07.822		3980		15		7
2010-09-18 19:26:07.822		4000		15		8
2010-09-18 19:26:07.822		4020		15		9
2010-09-18 19:26:07.822		4040		15		10
2010-09-18 19:26:07.823		4060		15		11
2010-09-18 19:26:07.823		4080		15		12
2010-09-18 19:26:07.824		4096		16		0
2010-09-18 19:26:07.824		4116		16		1
2010-09-18 19:26:07.824		4136		16		2
2010-09-18 19:26:07.824		4156		16		3
2010-09-18 19:26:07.824		4176		16		4
2010-09-18 19:26:07.824		4196		16		5
2010-09-18 19:26:07.824		4216		16		6
2010-09-18 19:26:07.824		4236		16		7
2010-09-18 19:26:07.824		4256		16		8
2010-09-18 19:26:07.824		4276		16		9
2010-09-18 19:26:07.824		4296		16		10
2010-09-18 19:26:07.824		4316		16		11
2010-09-18 19:26:07.824		4336		16		12
2010-09-18 19:26:07.825		4352		17		0
2010-09-18 19:26:07.825		4372		17		1
2010-09-18 19:26:07.825		4392		17		2
2010-09-18 19:26:07.825		4412		17		3
2010-09-18 19:26:07.825		4432		17		4
2010-09-18 19:26:07.825		4452		17		5
2010-09-18 19:26:07.825		4472		17		6
2010-09-18 19:26:07.825		4492		17		7
2010-09-18 19:26:07.825		4512		17		8
2010-09-18 19:26:07.825		4532		17		9
2010-09-18 19:26:07.826		4552		17		10
2010-09-18 19:26:07.826		4572		17		11
2010-09-18 19:26:07.826		4592		17		12
2010-09-18 19:26:07.826		4608		18		0
2010-09-18 19:26:07.827		4628		18		1
2010-09-18 19:26:07.827		4648		18		2
2010-09-18 19:26:07.827		4668		18		3
2010-09-18 19:26:07.827		4688		18		4
2010-09-18 19:26:07.827		4708		18		5
2010-09-18 19:26:07.827		4728		18		6
2010-09-18 19:26:07.827		4748		18		7
2010-09-18 19:26:07.827		4768		18		8
2010-09-18 19:26:07.827		4788		18		9
2010-09-18 19:26:07.827		4808		18		10
2010-09-18 19:26:07.827		4828		18		11
2010-09-18 19:26:07.827		4848		18		12
2010-09-18 19:26:07.828		4864		19		0
2010-09-18 19:26:07.828		4884		19		1
2010-09-18 19:26:07.828		4904		19		2
2010-09-18 19:26:07.828		4924		19		3
2010-09-18 19:26:07.828		4944		19		4
2010-09-18 19:26:07.828		4964		19		5
2010-09-18 19:26:07.828		4984		19		6
2010-09-18 19:26:07.828		5004		19		7
2010-09-18 19:26:07.828		5024		19		8
2010-09-18 19:26:07.828		5044		19		9
2010-09-18 19:26:07.828		5064		19		10
2010-09-18 19:26:07.829		5084		19		11
2010-09-18 19:26:07.857		5104		19		12
2010-09-18 19:26:07.858		5120		20		0
2010-09-18 19:26:07.858		5140		20		1
2010-09-18 19:26:07.908		5160		20		2
2010-09-18 19:26:07.908		5180		20		3
2010-09-18 19:26:07.908		5200		20		4
2010-09-18 19:26:07.908		5220		20		5
2010-09-18 19:26:07.908		5240		20		6
2010-09-18 19:26:07.908		5260		20		7
2010-09-18 19:26:07.908		5280		20		8
2010-09-18 19:26:07.908		5300		20		9
2010-09-18 19:26:07.908		5320		20		10
2010-09-18 19:26:07.908		5340		20		11
2010-09-18 19:26:07.908		5360		20		12
2010-09-18 19:26:07.909		5376		21		0
2010-09-18 19:26:07.909		5396		21		1
2010-09-18 19:26:07.909		5416		21		2
2010-09-18 19:26:07.909		5436		21		3
2010-09-18 19:26:07.909		5456		21		4
2010-09-18 19:26:07.909		5476		21		5
2010-09-18 19:26:07.909		5496		21		6
2010-09-18 19:26:07.91		5516		21		7
2010-09-18 19:26:07.91		5536		21		8
2010-09-18 19:26:07.91		5556		21		9
2010-09-18 19:26:07.91		5576		21		10
2010-09-18 19:26:07.91		5596		21		11
2010-09-18 19:26:07.91		5616		21		12
2010-09-18 19:26:07.941		5632		22		0
2010-09-18 19:26:07.941		5652		22		1
2010-09-18 19:26:07.941		5672		22		2
2010-09-18 19:26:07.965		5692		22		3
2010-09-18 19:26:07.965		5712		22		4
2010-09-18 19:26:07.965		5732		22		5
2010-09-18 19:26:07.965		5752		22		6
2010-09-18 19:26:07.965		5772		22		7
2010-09-18 19:26:07.965		5792		22		8
2010-09-18 19:26:07.965		5812		22		9
2010-09-18 19:26:07.966		5832		22		10
2010-09-18 19:26:07.966		5852		22		11
2010-09-18 19:26:07.966		5872		22		12
2010-09-18 19:26:07.966		5888		23		0
2010-09-18 19:26:07.967		5908		23		1
2010-09-18 19:26:07.967		5928		23		2
2010-09-18 19:26:07.967		5948		23		3
2010-09-18 19:26:07.967		5968		23		4
2010-09-18 19:26:07.967		5988		23		5
2010-09-18 19:26:07.967		6008		23		6
2010-09-18 19:26:07.967		6028		23		7
2010-09-18 19:26:07.967		6048		23		8
2010-09-18 19:26:07.967		6068		23		9
2010-09-18 19:26:07.967		6088		23		10
2010-09-18 19:26:07.967		6108		23		11
2010-09-18 19:26:07.967		6128		23		12
2010-09-18 19:26:07.968		6144		24		0
2010-09-18 19:26:07.968		6164		24		1
2010-09-18 19:26:07.968		6184		24		2
2010-09-18 19:26:07.968		6204		24		3
2010-09-18 19:26:07.97		6224		24		4
2010-09-18 19:26:07.97		6244		24		5
2010-09-18 19:26:07.97		6264		24		6
2010-09-18 19:26:07.97		6284		24		7
2010-09-18 19:26:07.97		6304		24		8
2010-09-18 19:26:07.97		6324		24		9
2010-09-18 19:26:07.97		6344		24		10
